"","Latitude","Longitude","problem"
"22131",54.00023919,-0.770009284,"Theft"
"22133",54.23480407,-0.620709172,"Rape"
"22139",53.70334268,-1.853787254,"Murder"
"22148",53.68082579,-1.547286621,"Theft"
"22204",53.54630252,-0.557374697,"Rape"
"22208",53.61144028,-0.263195165,"Theft"
"22211",53.64428087,-1.78728319,"Theft"
"22217",53.402446,-1.420518444,"Rape"
"22223",53.7495576,-0.314528377,"Theft"
"22236",53.47931979,-1.463545873,"Rape"
"22262",53.80742159,-1.469997868,"Murder"
"22266",53.98992659,-0.47628374,"Rape"
"22272",54.33127735,-1.442219976,"Theft"
"22282",53.51007799,-1.699895101,"Theft"
"22298",53.72995335,-1.674081152,"Rape"
"22305",53.72960711,-1.56495176,"Theft"
"22339",53.79417332,-1.56627295,"Rape"
"22349",53.80533249,-1.545764981,"Murder"
"22357",53.80785159,-1.752669596,"Rape"
"22359",54.34021682,-1.431962874,"Rape"
"22361",53.60349824,-1.49522109,"Theft"
"22388",53.748346,-0.324283008,"Theft"
"22410",53.77944201,-1.090964049,"Theft"
"22411",53.76782252,-0.657529616,"Theft"
"22442",53.35628763,-1.310337871,"Rape"
"22450",53.44426079,-1.549804,"Theft"
"22455",53.76459925,-1.352211246,"Murder"
"22459",53.77417288,-1.546283354,"Theft"
"22464",53.95390841,-1.056696597,"Rape"
"22482",53.91157677,-1.179438528,"Rape"
"22487",53.81994103,-1.716370911,"Theft"
"22503",53.86398584,-0.648142137,"Murder"
"22507",53.37827121,-1.412308172,"Rape"
"22509",53.6027116,-0.638121398,"Rape"
"22519",53.76233904,-1.56916443,"Murder"
"22521",53.65437324,-1.517309334,"Rape"
"22532",53.79952992,-1.753249896,"Rape"
"22544",53.853978,-1.342471069,"Theft"
"22546",53.95447049,-1.071161138,"Rape"
"22547",54.46691221,-1.666713791,"Theft"
"22548",53.46397783,-1.45003229,"Rape"
"22553",53.60399957,-1.55354851,"Theft"
"22555",53.48620687,-1.591406523,"Rape"
"22557",53.73028039,-1.77790699,"Theft"
"22592",53.57730649,-0.929773047,"Rape"
"22600",53.43224097,-1.244658939,"Murder"
"22641",53.58121864,-0.321837071,"Rape"
"22642",53.63094039,-0.227155809,"Theft"
"22653",53.71191284,-1.174237065,"Theft"
"22675",53.79679942,-1.530857821,"Theft"
"22690",54.17818948,-1.380392731,"Theft"
"22693",54.25531487,-1.348691989,"Theft"
"22697",53.80951725,-1.758506406,"Theft"
"22702",53.37523058,-1.463350982,"Theft"
"22714",53.6497679,-1.789676171,"Rape"
"22720",53.55652777,-1.483250879,"Rape"
"22759",53.3872728,-1.38802221,"Rape"
"22772",53.48371767,-1.217855319,"Theft"
"22799",53.49973266,-1.179872058,"Rape"
"22812",53.95204379,-1.536736971,"Rape"
"22822",53.61794509,-0.196705884,"Murder"
"22829",53.64824337,-1.535533012,"Rape"
"22830",53.63946498,-1.498422004,"Theft"
"22839",53.75382883,-1.444890115,"Rape"
"22841",53.79276002,-1.428437346,"Theft"
"22849",53.84412041,-1.758307536,"Murder"
"22853",54.33122497,-1.430994926,"Theft"
"22875",53.71418147,-2.092387271,"Rape"
"22879",54.47989746,-0.627909777,"Theft"
"22886",53.34991534,-1.224061482,"Theft"
"22904",53.52503229,-1.134733517,"Rape"
"22914",53.55979422,-1.37647823,"Murder"
"22934",53.98036311,-1.361830804,"Rape"
"22941",53.41345974,-1.502903989,"Rape"
"22951",53.92186668,-1.385350192,"Murder"
"22953",53.60681494,-1.282203729,"Rape"
"22956",53.6130803,-1.254329907,"Rape"
"22969",53.78297318,-1.534806101,"Rape"
"23019",53.78828658,-1.414078544,"Theft"
"23020",53.76261371,-1.50090038,"Rape"
"23065",52.50941463,-1.957227969,"Murder"
"23080",52.93191977,-1.927061213,"Murder"
"23081",52.92680274,-2.224797896,"Murder"
"23085",53.01499306,-1.777866075,"Theft"
"23087",53.01515671,-2.215717715,"Theft"
"23090",52.18263468,-2.141414467,"Murder"
"23111",52.5824334,-2.134258172,"Rape"
"23123",52.58392457,-2.074489172,"Murder"
"23126",52.44099313,-2.060271495,"Theft"
"23134",52.48895477,-2.119245696,"Theft"
"23136",52.56182911,-2.030934731,"Theft"
"23147",53.00231767,-1.985310992,"Murder"
"23151",52.90180422,-2.878588407,"Rape"
"23172",52.4909661,-1.886920683,"Rape"
"23179",52.35483588,-2.231645103,"Theft"
"23180",52.38185011,-1.79133733,"Theft"
"23187",52.46293902,-1.96463195,"Rape"
"23211",52.19125627,-2.227662488,"Murder"
"23219",52.56138098,-1.682389537,"Rape"
"23238",52.95282611,-2.670851793,"Theft"
"23246",52.42845811,-1.321962974,"Rape"
"23249",52.78867367,-2.142203649,"Murder"
"23252",52.69572686,-2.47492879,"Theft"
"23255",52.85670695,-2.133456156,"Theft"
"23262",52.47530772,-1.899254052,"Rape"
"23276",52.73038007,-2.731492949,"Theft"
"23281",52.86719755,-2.084630796,"Theft"
"23299",52.05990326,-2.608175375,"Theft"
"23325",52.45807638,-2.155954067,"Theft"
"23327",52.70387084,-1.997604242,"Theft"
"23332",52.06085558,-2.703581525,"Murder"
"23338",52.77740213,-1.79127652,"Rape"
"23343",52.95737213,-1.989538615,"Theft"
"23351",52.40749022,-1.519707239,"Theft"
"23356",52.57120095,-2.102530842,"Rape"
"23358",52.46294321,-1.984207429,"Theft"
"23362",52.52584145,-2.08721383,"Theft"
"23365",52.49256765,-1.898331019,"Theft"
"23367",52.82942835,-2.137587503,"Theft"
"23380",53.10659001,-2.020886409,"Theft"
"23383",52.38714454,-2.258556033,"Theft"
"23395",52.39880459,-1.464980924,"Murder"
"23400",53.00230944,-2.184763393,"Theft"
"23411",52.55800336,-2.517690399,"Rape"
"23429",52.19614001,-1.738075353,"Rape"
"23430",52.28356768,-1.580856314,"Murder"
"23439",52.97323896,-2.708381776,"Theft"
"23441",52.2602401,-1.386066555,"Theft"
"23443",52.73933265,-2.72142284,"Rape"
"23450",53.04860175,-2.330672649,"Theft"
"23452",53.01112854,-2.230616759,"Rape"
"23469",52.4529658,-1.854276733,"Theft"
"23470",51.96752121,-1.625874986,"Theft"
"23472",52.40819959,-1.49573802,"Rape"
"23476",53.04708194,-2.197440296,"Theft"
"23498",52.37306658,-2.241288131,"Theft"
"23503",52.64317764,-1.927540732,"Murder"
"23527",52.82248657,-2.104265464,"Rape"
"23528",52.65406322,-1.705784887,"Rape"
"23537",52.45524246,-2.119154411,"Theft"
"23550",52.49300477,-2.020885391,"Rape"
"23552",52.48086128,-1.877743786,"Murder"
"23558",52.51140031,-1.854083879,"Theft"
"23570",52.68105228,-2.428663669,"Theft"
"23602",52.57762393,-1.776096163,"Rape"
"23607",52.70626858,-2.750330147,"Theft"
"23615",52.99126525,-2.692691591,"Theft"
"23634",52.56002102,-1.941690651,"Theft"
"23649",52.08701955,-1.963876877,"Theft"
"23663",52.89659992,-2.521718182,"Murder"
"23673",52.29106933,-1.884922086,"Rape"
"23688",52.59774361,-1.892182929,"Murder"
"23728",52.4245252,-1.913192828,"Rape"
"23730",52.47852674,-2.118922968,"Murder"
"23733",52.07400938,-2.744495731,"Rape"
"23739",52.27250532,-2.221249621,"Theft"
"23748",52.81791184,-1.630104326,"Murder"
"23760",53.10458505,-2.023110965,"Theft"
"23775",53.01070071,-2.224011958,"Rape"
"23785",52.19119448,-2.222352016,"Rape"
"23802",52.20252761,-1.740071723,"Theft"
"23803",52.21151949,-2.806359679,"Rape"
"23811",52.2156566,-1.882862595,"Murder"
"23827",52.95715133,-2.19374016,"Theft"
"23834",52.47189204,-1.899850687,"Rape"
"23836",52.24706143,-2.167515274,"Rape"
"23843",52.18963511,-2.293977672,"Rape"
"23856",52.64242966,-1.72803083,"Rape"
"23859",53.18883243,-1.955361846,"Theft"
"23870",52.05819078,-2.714624461,"Murder"
"23871",52.11713845,-3.023725513,"Theft"
"23886",52.02807418,-2.438669064,"Rape"
"23894",52.57205285,-2.221988734,"Theft"
"23895",52.45350445,-2.007902318,"Theft"
"23907",52.44449055,-3.033653574,"Theft"
"23940",52.66959109,-1.831687348,"Rape"
"23951",52.6381893,-2.115957684,"Rape"
"23959",52.78846898,-2.386969826,"Rape"
"23990",52.63739492,-1.691119684,"Murder"
"23999",52.24775343,-1.393225615,"Rape"
"24036",52.36224259,-1.414024588,"Rape"
"24040",52.20917478,-2.586797072,"Murder"
"24058",52.83270149,-1.779167093,"Murder"
"24063",52.34531411,-1.576162764,"Rape"
"24078",52.10287026,-2.330372638,"Murder"
"24102",52.59347735,-1.853811871,"Theft"
"24117",52.26718741,-2.228403345,"Rape"
"24118",52.32911028,-1.560454894,"Rape"
"24124",52.80592924,-2.121804001,"Theft"
"24129",52.3583658,-1.296604853,"Theft"
"24140",52.58172667,-2.122803668,"Murder"
"24146",51.92816988,-2.568580513,"Theft"
"24173",52.6951259,-2.371346911,"Rape"
"24174",52.41662746,-1.431227454,"Theft"
"24176",52.43900507,-1.424025492,"Theft"
"24178",52.03958349,-2.438344412,"Rape"
"24179",52.16608677,-2.20610052,"Theft"
"24183",52.62099997,-2.939308585,"Rape"
"24194",52.99502363,-2.156692913,"Rape"
"24223",52.9060521,-2.482430821,"Rape"
"24224",52.90540284,-2.487330063,"Theft"
"24227",53.00031025,-2.169079507,"Theft"
"24229",52.98687123,-2.134021622,"Theft"
"24230",52.90280706,-2.146398555,"Theft"
"24237",52.51140513,-1.749468093,"Theft"
"24244",52.97996525,-2.404615863,"Rape"
"24246",53.08264484,-2.261543854,"Theft"
"24247",52.37767546,-1.464501683,"Rape"
"24250",52.44823097,-1.460704128,"Rape"
"24258",52.47489469,-2.038057742,"Theft"
"24259",52.47412949,-2.041178171,"Theft"
"24283",52.3111484,-2.702880191,"Rape"
"24290",52.63980251,-2.429989075,"Murder"
"24295",52.82615725,-2.454237514,"Rape"
"24305",52.77980216,-2.36747194,"Theft"
"24313",52.61616825,-2.043970715,"Rape"
"24328",52.55586738,-2.170018184,"Theft"
"24339",52.16242745,-2.216243863,"Theft"
"24342",52.14065184,-2.354002311,"Theft"
"24345",52.74699109,-2.734734055,"Murder"
"24370",52.57974588,-2.125690592,"Theft"
"24392",53.01334667,-2.222341409,"Murder"
"24397",52.64560763,-2.44039188,"Murder"
"24427",53.11568386,-2.176180947,"Murder"
"24433",52.79061513,-1.671352243,"Rape"
"24435",52.83172229,-1.613971698,"Murder"
"24453",52.6877787,-1.986642754,"Rape"
"24457",52.70566237,-2.038733175,"Rape"
"24466",52.53365904,-1.465702949,"Theft"
"24478",52.33802542,-1.574324395,"Theft"
"24484",52.39232954,-2.229196479,"Theft"
"24496",52.6797592,-1.83873331,"Rape"
"24502",52.31009403,-1.933657531,"Theft"
"24504",52.36582865,-1.281799976,"Rape"
"24507",52.39762442,-1.248068894,"Rape"
"24509",52.76408736,-1.942901658,"Rape"
"24518",52.75959465,-2.052117719,"Theft"
"24529",52.98533979,-2.260463637,"Murder"
"24533",53.08068695,-2.260755705,"Rape"
"24538",52.93194705,-2.125788229,"Theft"
"24548",52.71921406,-2.445574709,"Rape"
"24566",52.38415487,-2.268823112,"Murder"
"24575",52.62159191,-2.237779281,"Rape"
"24579",52.51103718,-1.971960873,"Theft"
"24598",52.67269242,-2.023426991,"Theft"
"24605",52.9900462,-2.180212094,"Murder"
"24622",52.56721464,-2.054101217,"Theft"
"24624",52.48398727,-2.354839675,"Rape"
"24632",52.79736418,-1.657879259,"Rape"
"24641",52.11195181,-1.944464688,"Rape"
"24642",52.28437912,-1.737555884,"Murder"
"24673",52.38186278,-1.496772537,"Rape"
"24674",52.28250076,-1.610623415,"Murder"
"24691",52.19187091,-1.700797063,"Rape"
"24703",52.06671787,-2.759983693,"Murder"
"24718",52.54556176,-1.853970826,"Theft"
"24721",52.54735973,-1.85396487,"Rape"
"24724",52.58673499,-2.001432729,"Murder"
"24741",52.38308874,-2.074884111,"Rape"
"24781",52.53214268,-2.075138291,"Theft"
"24785",52.80712448,-2.103264384,"Rape"
"24787",52.46293902,-1.96463195,"Murder"
"24819",52.56138098,-1.682389537,"Rape"
"24833",52.20829197,-1.881345337,"Rape"
"24837",52.98221992,-2.711299118,"Theft"
"24840",52.70943515,-2.701539449,"Theft"
"24845",52.21740228,-2.154347183,"Rape"
"24874",52.18386844,-1.700411942,"Theft"
"24887",53.0024536,-2.235398485,"Murder"
"24889",52.21118785,-1.913607975,"Murder"
"24890",52.13774268,-1.606918271,"Theft"
"24907",52.57973763,-2.133216895,"Rape"
"24934",52.44488208,-2.139135254,"Rape"
"24939",52.82665166,-2.298381428,"Murder"
"24954",52.18069936,-2.867228819,"Theft"
"24955",52.57120095,-2.102530842,"Rape"
"24957",52.46294321,-1.984207429,"Murder"
"24959",51.87676135,-2.651458562,"Theft"
"24977",53.01348195,-2.226858338,"Rape"
"24979",53.10659001,-2.020886409,"Theft"
"24995",52.16246414,-2.220702868,"Theft"
"25014",52.51669518,-2.045639116,"Theft"
"25022",52.36738315,-2.324530572,"Murder"
"25037",52.97323896,-2.708381776,"Rape"
"25061",52.14808936,-2.215312064,"Theft"
"25066",52.52497478,-2.001430348,"Rape"
"25093",52.35263268,-2.148241178,"Rape"
"25099",51.95831065,-2.525303679,"Theft"
"25102",52.54754489,-1.858388267,"Rape"
"25123",52.58911021,-3.109901231,"Rape"
"25152",53.00584,-2.180337568,"Theft"
"25154",52.64906259,-1.83450051,"Murder"
"25158",52.55280122,-2.099656137,"Theft"
"25159",52.63158814,-1.705492274,"Murder"
"25160",52.38894383,-2.257978803,"Rape"
"25167",52.68105228,-2.428663669,"Theft"
"25188",52.6103781,-2.001433643,"Murder"
"25212",52.04501367,-2.428628412,"Rape"
"25213",52.99126525,-2.692691591,"Rape"
"25220",52.50934039,-1.798101795,"Theft"
"25221",52.55341546,-1.971934123,"Theft"
"25243",52.50518414,-1.944562088,"Theft"
"25289",52.55721178,-1.826644816,"Theft"
"25293",52.4152036,-2.148451269,"Theft"
"25298",52.46240369,-2.016146172,"Rape"
"25308",52.46284925,-2.149642053,"Murder"
"25309",52.38202253,-2.051375921,"Theft"
"25314",53.04581473,-2.051345323,"Rape"
"25329",52.08839421,-2.585210721,"Rape"
"25340",52.2111151,-2.156549885,"Murder"
"25345",52.70341349,-2.731041808,"Murder"
"25354",52.50789149,-1.975498877,"Theft"
"25360",52.64851503,-2.233845986,"Theft"
"25386",53.00578365,-2.187699118,"Rape"
"25390",52.46968291,-2.148634822,"Theft"
"25391",52.2829012,-1.583061416,"Theft"
"25396",52.38202748,-2.038447418,"Murder"
"25405",52.39864333,-1.430444506,"Rape"
"25408",52.20104972,-1.472186248,"Rape"
"25412",52.95997323,-2.670754037,"Rape"
"25419",52.50474749,-2.00142957,"Rape"
"25421",52.5744182,-2.013236818,"Rape"
"25433",52.40001293,-1.983788606,"Rape"
"25439",52.32762152,-1.665987082,"Murder"
"25442",52.19975642,-3.003675538,"Rape"
"25453",52.75028895,-1.927363807,"Theft"
"25455",53.02533216,-2.165465109,"Rape"
"25460",52.10205653,-1.450915631,"Gangrape"
"25474",52.31108466,-2.441462941,"Theft"
"25484",52.02807418,-2.438669064,"Rape"
"25496",52.45693478,-2.133875403,"Rape"
"25497",52.55277771,-2.124433486,"Rape"
"25504",52.07379547,-2.777612414,"Rape"
"25525",52.07373232,-2.701741355,"Murder"
"25527",52.14448328,-2.946899912,"Rape"
"25530",52.41797441,-1.931437911,"Murder"
"25546",52.56177937,-2.11265783,"Theft"
"25560",52.96188763,-2.38851747,"Theft"
"25570",52.94266616,-2.001446618,"Theft"
"25589",52.21958283,-1.709393763,"Rape"
"25599",52.1985156,-2.166015636,"Theft"
"25612",52.97402659,-2.227798077,"Theft"
"25631",52.15107067,-2.147569629,"Murder"
"25632",52.45376745,-1.78952648,"Rape"
"25636",52.41793742,-1.763230698,"Theft"
"25642",52.84272633,-2.035827169,"Theft"
"25652",52.58933771,-1.785852433,"Rape"
"25658",52.54473865,-1.9424481,"Theft"
"25662",52.40682465,-1.927927197,"Rape"
"25668",52.55883883,-2.295482785,"Rape"
"25694",52.52643667,-1.459010247,"Rape"
"25717",52.26003822,-2.177234006,"Theft"
"25722",52.27049908,-2.23589424,"Theft"
"25729",52.62026656,-2.007933317,"Theft"
"25743",51.92816988,-2.568580513,"Theft"
"25755",52.26494156,-2.227512624,"Theft"
"25768",52.55845734,-1.482807488,"Rape"
"25779",52.6945562,-2.709231727,"Theft"
"25797",52.19106146,-2.226110873,"Theft"
"25807",52.56781428,-1.822914701,"Theft"
"25824",53.00031025,-2.169079507,"Rape"
"25825",52.97959659,-2.128041716,"Rape"
"25832",52.47877297,-1.7106354,"Rape"
"25840",52.9805465,-2.418472528,"Rape"
"25844",52.37767546,-1.464501683,"Murder"
"25859",52.48000532,-2.06827604,"Theft"
"25873",52.56183073,-1.975469159,"Murder"
"25890",52.69032245,-2.578434512,"Rape"
"25903",52.78338262,-2.372394824,"Murder"
"25906",52.65622541,-1.896178772,"Murder"
"25929",52.95371097,-2.192191661,"Theft"
"25935",52.77835096,-3.087654575,"Theft"
"25941",52.02670189,-2.336631661,"Rape"
"25949",52.5019199,-2.097920281,"Theft"
"25956",52.53884819,-2.119823442,"Rape"
"25980",52.50975516,-1.833608982,"Rape"
"25986",52.22184991,-2.192745006,"Theft"
"25993",52.90967678,-1.887843284,"Theft"
"25998",53.0126281,-2.222039616,"Rape"
"26010",52.98778785,-2.187352859,"Theft"
"26017",52.0323427,-2.184785434,"Theft"
"26018",52.49684552,-1.861496845,"Rape"
"26028",52.57764863,-1.53659216,"Theft"
"26035",52.68083538,-1.927478657,"Murder"
"26057",52.6877787,-1.986642754,"Theft"
"26073",52.09461302,-2.001413994,"Theft"
"26081",52.01078359,-2.789049415,"Theft"
"26084",52.36222541,-1.60493054,"Theft"
"26090",52.40303641,-2.224695489,"Rape"
"26092",53.09939824,-2.023854888,"Theft"
"26099",52.68320166,-1.79730204,"Rape"
"26104",52.29364665,-1.942772592,"Murder"
"26111",52.39762442,-1.248068894,"Rape"
"26127",52.97475023,-2.120581507,"Rape"
"26134",52.99778591,-2.094869449,"Murder"
"26136",53.05670611,-2.247182775,"Murder"
"26145",52.20756926,-1.723374302,"Rape"
"26151",52.66624483,-2.426552042,"Murder"
"26155",52.27959102,-1.550698959,"Rape"
"26165",52.23024566,-2.223967503,"Rape"
"26189",53.06504791,-2.214847977,"Rape"
"26190",52.41688231,-1.486964137,"Theft"
"26199",52.6879674,-2.013597278,"Rape"
"26209",52.9900462,-2.180212094,"Murder"
"26221",52.55405992,-2.099511507,"Rape"
"26223",52.56802064,-2.060446245,"Theft"
"26239",52.50740397,-2.340295039,"Rape"
"26252",52.65551119,-1.857596822,"Murder"
"26267",52.58512522,-2.138694206,"Rape"
"26271",52.40668483,-1.751531113,"Murder"
"26277",52.38186278,-1.496772537,"Theft"
"26279",52.86567489,-2.654443615,"Theft"
"26280",52.70324179,-2.745616388,"Murder"
"26294",52.19187091,-1.700797063,"Murder"
"26297",52.37974829,-1.264679548,"Murder"
"26298",52.76804595,-2.36092568,"Rape"
"26302",52.05789171,-1.66012502,"Rape"
"26304",52.30105721,-1.875745494,"Rape"
"26306",52.06671787,-2.759983693,"Rape"
"26310",52.29975631,-1.532164567,"Theft"
"26325",52.62475719,-1.7208869,"Rape"
"26328",52.47191235,-1.927821308,"Murder"
"26332",52.45394734,-2.040129145,"Rape"
"26338",52.64311021,-2.044648158,"Rape"
"26351",52.99827341,-2.001448815,"Rape"
"26355",52.86724274,-2.464916714,"Rape"
"26358",52.51326603,-1.92775382,"Murder"
"26367",52.05711682,-2.293106242,"Rape"
"26372",52.48991241,-2.019838261,"Rape"
"26392",52.48609299,-1.896136988,"Rape"
"26405",52.53421633,-2.391215964,"Rape"
"26420",52.78536976,-1.615938599,"Rape"
"26438",52.2074702,-1.877762227,"Theft"
"26471",52.38997298,-1.545906111,"Theft"
"26489",53.0024536,-2.235398485,"Theft"
"26492",52.13774268,-1.606918271,"Rape"
"26497",52.40326597,-1.457577632,"Theft"
"26514",51.92570143,-2.576983788,"Murder"
"26533",52.06085558,-2.703581525,"Rape"
"26561",51.87676135,-2.651458562,"Rape"
"26568",52.82942835,-2.137587503,"Murder"
"26571",52.67065492,-1.821464675,"Murder"
"26579",53.01348195,-2.226858338,"Theft"
"26584",52.38714454,-2.258556033,"Murder"
"26591",52.48267616,-1.895408765,"Theft"
"26597",52.16246414,-2.220702868,"Theft"
"26607",52.97581203,-2.224873733,"Theft"
"26608",52.84044299,-3.040658082,"Murder"
"26613",52.69719983,-1.853140701,"Murder"
"26621",52.36826595,-1.623969797,"Rape"
"26626",52.34556609,-1.653521224,"Murder"
"26629",52.28356768,-1.580856314,"Rape"
"26631",52.70967983,-2.75675339,"Theft"
"26637",52.18947402,-1.713100645,"Rape"
"26639",52.94652308,-2.664712034,"Theft"
"26642",52.73933265,-2.72142284,"Rape"
"26646",52.46762612,-1.589268103,"Murder"
"26657",52.68750641,-1.791364605,"Rape"
"26666",52.56091868,-2.06043644,"Theft"
"26669",51.96752121,-1.625874986,"Rape"
"26670",52.37923047,-1.512227679,"Rape"
"26681",52.92812694,-2.370661503,"Theft"
"26706",52.38104144,-1.641490836,"Theft"
"26710",52.57249116,-1.824371397,"Theft"
"26726",52.82248657,-2.104265464,"Rape"
"26728",52.64328569,-2.436230427,"Theft"
"26738",52.50687736,-1.832883177,"Murder"
"26743",52.55418051,-2.051577791,"Theft"
"26767",52.73467246,-2.746671113,"Theft"
"26780",52.34130765,-2.276650534,"Murder"
"26784",52.52413451,-1.728893958,"Rape"
"26791",52.7143821,-2.519540575,"Theft"
"26806",52.70626858,-2.750330147,"Murder"
"26835",52.42417883,-1.839665989,"Theft"
"26850",52.36998106,-1.512593891,"Theft"
"26866",52.40606192,-1.479592801,"Theft"
"26886",52.59774361,-1.892182929,"Murder"
"26888",52.45356637,-1.696820925,"Theft"
"26896",52.60620011,-2.592091646,"Rape"
"26913",52.90335106,-1.856876298,"Rape"
"26920",53.09207075,-2.181459933,"Murder"
"26924",52.57531681,-2.016188296,"Theft"
"26935",52.47337259,-2.001428366,"Murder"
"26938",52.5880802,-1.971912192,"Rape"
"26939",52.37288306,-1.634212585,"Theft"
"26941",52.49229276,-1.892440368,"Theft"
"26947",52.59768382,-1.83932963,"Theft"
"26949",52.31334473,-2.694832371,"Murder"
"26955",52.48540531,-1.942525212,"Theft"
"26976",52.34968653,-2.047814849,"Murder"
"26978",52.35299568,-2.001423764,"Rape"
"26989",52.46968291,-2.148634822,"Theft"
"26996",52.50956544,-2.172785977,"Rape"
"27023",52.43441073,-1.236558307,"Rape"
"27031",52.47189204,-1.899850687,"Theft"
"27036",52.48987906,-1.908646385,"Murder"
"27052",52.75028895,-1.927363807,"Theft"
"27057",53.02909078,-2.188799428,"Murder"
"27065",52.32801936,-1.867893122,"Murder"
"27071",52.84838684,-2.572961357,"Rape"
"27072",52.39701722,-2.26596204,"Theft"
"27085",52.65261591,-1.942307206,"Rape"
"27091",52.57205285,-2.221988734,"Theft"
"27104",52.44449055,-3.033653574,"Rape"
"27108",52.33527316,-2.052789055,"Rape"
"27110",52.73782641,-1.779276042,"Rape"
"27115",52.31458379,-2.074768036,"Rape"
"27116",52.51390168,-2.060371634,"Rape"
"27132",52.64202715,-2.411094357,"Theft"
"27134",53.04718076,-2.140623152,"Theft"
"27158",52.50976429,-1.861706794,"Rape"
"27159",52.96188763,-2.38851747,"Rape"
"27173",52.50591499,-2.016604354,"Theft"
"27177",53.00307812,-2.181786386,"Theft"
"27186",52.53569374,-1.736061535,"Murder"
"27200",52.67027027,-2.07559766,"Theft"
"27209",52.98889351,-2.134281135,"Theft"
"27217",52.64274038,-2.013257846,"Rape"
"27233",51.8542654,-2.654763334,"Rape"
"27240",52.99609199,-2.150796761,"Rape"
"27241",52.84272633,-2.035827169,"Murder"
"27254",52.83270149,-1.779167093,"Murder"
"27266",52.28121923,-1.390408824,"Murder"
"27288",52.32515844,-2.232062136,"Rape"
"27301",52.41332205,-2.119041153,"Theft"
"27348",52.86301636,-3.029314996,"Theft"
"27349",52.88532099,-2.968271524,"Rape"
"27356",52.58244924,-2.119499808,"Theft"
"27378",52.62099997,-2.939308585,"Theft"
"27386",53.02421807,-2.17140943,"Murder"
"27391",52.24918267,-1.386219137,"Murder"
"27396",52.35486386,-2.068082289,"Theft"
"27399",52.59524525,-2.084104196,"Rape"
"27407",52.47724181,-1.709467577,"Rape"
"27414",52.50870782,-1.857776205,"Theft"
"27446",52.4388326,-1.434869421,"Theft"
"27450",52.83905627,-1.608042808,"Theft"
"27462",52.01271055,-2.410835103,"Rape"
"27477",52.38430447,-2.794812533,"Murder"
"27484",52.67834904,-2.407530709,"Rape"
"27492",52.97831054,-2.388664862,"Theft"
"27499",52.77370067,-2.363774043,"Murder"
"27504",52.65622541,-1.896178772,"Murder"
"27516",52.27755113,-1.936930462,"Rape"
"27519",52.14572611,-1.89912072,"Rape"
"27524",53.01985273,-2.203442682,"Rape"
"27526",53.0755357,-2.189898397,"Rape"
"27537",52.14065184,-2.354002311,"Rape"
"27538",52.06066903,-2.342721501,"Rape"
"27548",52.50930645,-2.078045982,"Theft"
"27596",53.0126281,-2.222039616,"Rape"
"27623",52.6261918,-1.704494346,"Rape"
"27642",52.6024235,-1.898077516,"Rape"
"27648",52.49875839,-2.185411673,"Rape"
"27658",52.72858897,-1.971822836,"Theft"
"27664",52.9812797,-2.031236033,"Rape"
"27678",52.06357472,-2.745343244,"Theft"
"27693",53.10802594,-2.031328563,"Rape"
"27704",52.31009403,-1.933657531,"Theft"
"27709",52.39762442,-1.248068894,"Rape"
"27733",53.00764933,-2.239897699,"Rape"
"27740",52.93194705,-2.125788229,"Murder"
"27744",52.6131446,-1.699708418,"Murder"
"27750",52.71921406,-2.445574709,"Rape"
"27754",52.27662916,-1.57637815,"Murder"
"27760",52.17051714,-2.240335903,"Rape"
"27779",52.51730384,-2.981866189,"Rape"
"27784",53.01230378,-2.217566553,"Theft"
"27788",53.06504791,-2.214847977,"Rape"
"27789",52.41688231,-1.486964137,"Theft"
"27795",52.69152599,-2.022105619,"Rape"
"27803",52.02871192,-2.001411525,"Theft"
"27811",52.98247472,-2.126560806,"Theft"
"27814",52.5429535,-2.015438936,"Theft"
"27816",52.52928862,-2.017350337,"Rape"
"27821",52.57207026,-2.051598886,"Murder"
"27823",52.56450612,-2.075193775,"Rape"
"27843",52.12257355,-2.001415044,"Rape"
"27845",52.28437912,-1.737555884,"Rape"
"27848",52.47782567,-1.712953186,"Rape"
"27871",52.18517224,-2.206803172,"Rape"
"27872",52.44116125,-1.633647797,"Rape"
"27873",52.37932992,-1.472561592,"Murder"
"27884",52.92680274,-2.224797896,"Theft"
"27909",52.29975631,-1.532164567,"Murder"
"27913",52.5824334,-2.134258172,"Rape"
"27919",52.63372061,-1.914258212,"Murder"
"27930",52.52917602,-2.07513321,"Theft"
"27936",52.48895477,-2.119245696,"Theft"
"27941",52.7062165,-2.77104991,"Murder"
"27961",52.55253558,-1.729766268,"Rape"
"27978",52.62315859,-1.837685446,"Murder"
"27998",53.01114929,-2.193848075,"Rape"
"27999",53.00224069,-2.182721637,"Theft"
"28022",52.63812449,-1.912771915,"Murder"
"28033",52.30880558,-1.706903668,"Theft"
"28036",52.28785789,-1.540250457,"Rape"
"28044",52.64922585,-2.771643077,"Rape"
"28053",52.9083014,-3.042284097,"Rape"
"28072",52.3451979,-1.544896785,"Theft"
"28077",52.80938243,-1.63352943,"Theft"
"28082",53.02542733,-2.18035973,"Theft"
"28086",52.0572897,-2.506920718,"Rape"
"28091",52.25238781,-1.415472562,"Rape"
"28104",52.77768434,-2.112652459,"Theft"
"28127",52.46283295,-2.161990723,"Theft"
"28131",52.80242994,-3.069416957,"Rape"
"28135",52.77740213,-1.79127652,"Theft"
